@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureKNN numeric

@data

Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,4,6,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.016328,0.089089,3.521098,18.504193,59.64963,2.041374,57.608256,0.94682,0.032403,0.914417,57.608256,0.914417,96.577726,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.05,0,0.046875,0,46.875,65322,63409,8473,100,51.587302,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,4,7,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.052341,0.140789,11.287287,29.242524,59.64963,6.046887,53.602743,0.94682,0.095982,0.850837,53.386193,0.8474,89.499621,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.998913,0.996522,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.998913,0.997956,0.966346,0.968254,0,0.05,0,0.0625,0,62.5,65242,63409,8473,100,57.936508,?,6
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,4,8,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.896325,0.056002,0.226945,12.076654,47.137472,59.64963,31.493641,28.15599,0.94682,0.499899,0.44692,52.284218,0.829908,87.652207,0.913043,21,0.025,1,0.975,39,0.086957,2,0.954545,0.913043,0.933333,0.89686,0.980978,0.940695,0.952381,0.064337,0.935663,0.047619,0.952434,0.952381,0.952146,0.89686,0.980978,0.968845,0.948148,0.952381,0,0.05,0,0.046875,0,46.875,65210,63409,8473,95.238095,50.793651,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,4,9,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.025629,0.137981,5.526875,28.659295,59.64963,12.550827,47.098804,0.94682,0.199219,0.7476,56.461188,0.896209,94.654715,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.986957,0.956772,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.986957,0.978586,0.983033,0.984127,0,0.056,0,0.0625,0,62.5,65290,63409,8473,98.412698,51.587302,?,5
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,4,10,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.040226,0.188836,8.674596,39.222042,59.64963,21.351441,38.298189,0.94682,0.338912,0.607908,54.383675,0.863233,91.171855,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.973913,0.916812,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.973913,0.95804,0.966346,0.968254,0,0.049,0,0.046875,0,46.875,65234,63409,8473,96.825397,50.793651,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,1,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.052647,0.184697,11.353141,38.362512,59.64963,16.061544,43.588086,0.94682,0.254945,0.691874,52.934839,0.840236,88.742946,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.983696,0.948075,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.983696,0.974277,0.949098,0.952381,0,0.05,0,0.046875,0,46.875,65218,63409,8473,98.412698,54.761905,?,4
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,2,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.056009,0.226945,12.078265,47.137477,59.64963,31.49432,28.15531,0.94682,0.49991,0.44691,52.283538,0.829897,87.651068,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.971739,0.911767,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.971739,0.954895,0.949098,0.952381,0,0.048,0,0.046875,0,46.875,65202,63409,8473,95.238095,50.793651,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,3,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.050724,0.163988,10.938444,34.061141,59.64963,6.626159,53.023472,0.94682,0.105177,0.841642,52.868149,0.839177,88.631142,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.994565,0.985652,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.994565,0.991876,0.949098,0.952381,0,0.049,0,0.046875,0,46.875,65202,63409,8473,100,54.761905,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,4,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.035202,0.156307,7.591103,32.465729,59.64963,13.496651,46.152979,0.94682,0.214233,0.732587,55.085541,0.874374,92.348504,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.986413,0.955106,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.986413,0.977581,0.966346,0.968254,0,0.049,0,0.0625,0,62.5,65218,63409,8473,98.412698,52.380952,?,4
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,5,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.032246,0.154214,6.95369,32.030997,59.64963,12.19645,47.45318,0.94682,0.193594,0.753225,55.387648,0.879169,92.854973,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.986413,0.954934,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.986413,0.977356,0.966346,0.968254,0,0.05,0,0.046875,0,46.875,65202,63409,8473,98.412698,51.587302,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,6,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.016125,0.056404,3.477242,11.715337,59.64963,1.6329,58.01673,0.94682,0.025919,0.9209,58.01673,0.9209,97.262514,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.048,0,0.046875,0,46.875,65226,63409,8473,100,53.968254,?,5
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,7,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.931522,0.031035,0.10739,6.692655,22.305489,59.64963,3.657177,55.992454,0.94682,0.05805,0.888769,55.892736,0.887186,93.701731,0.956522,22,0.025,1,0.975,39,0.043478,1,0.956522,0.956522,0.956522,0.931522,0.998913,0.998188,0.968254,0.036732,0.963268,0.031746,0.968254,0.968254,0.968254,0.931522,0.998913,0.998951,0.965761,0.968254,0,0.049,0,0.03125,0,31.25,65282,63409,8473,100,57.936508,?,12
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,8,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.05342,0.182987,11.519854,38.007269,59.64963,14.782485,44.867146,0.94682,0.234643,0.712177,52.801614,0.838121,88.519599,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.984239,0.948157,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.984239,0.974145,0.966346,0.968254,0,0.049,0,0.046875,0,46.875,65202,63409,8473,98.412698,53.968254,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,9,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.024332,0.140761,5.24706,29.236788,59.64963,11.198497,48.451134,0.94682,0.177754,0.769066,56.493876,0.896728,94.709516,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,0.995109,0.987772,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,0.995109,0.992051,0.982716,0.984127,0,0.05,0,0.0625,0,62.5,65202,63409,8473,98.412698,50.793651,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,5,10,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.024284,0.140761,5.236867,29.236757,59.64963,11.194199,48.455432,0.94682,0.177686,0.769134,56.498174,0.896796,94.716721,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,0.997283,0.992236,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,0.997283,0.99523,0.982716,0.984127,0,0.048,0,0.046875,0,46.875,65202,63409,8473,98.412698,50.793651,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,1,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.028051,0.113572,6.049127,23.589508,59.64963,3.439987,56.209644,0.94682,0.054603,0.892217,56.101369,0.890498,94.051495,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.998913,0.996377,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.998913,0.997921,0.983033,0.984127,0,0.05,0,0.046875,0,46.875,65354,63409,8473,100,53.174603,?,4
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,2,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.896325,0.056016,0.226945,12.079774,47.137485,59.64963,31.494957,28.154673,0.94682,0.49992,0.4469,52.282902,0.829887,87.650001,0.913043,21,0.025,1,0.975,39,0.086957,2,0.954545,0.913043,0.933333,0.89686,0.977174,0.932159,0.952381,0.064337,0.935663,0.047619,0.952434,0.952381,0.952146,0.89686,0.977174,0.963244,0.948148,0.952381,0,0.053,0,0.046875,0,46.875,65226,63409,8473,95.238095,50.793651,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,3,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.056058,0.208795,12.088813,43.367704,59.64963,23.347751,36.30188,0.94682,0.370599,0.57622,52.387365,0.831545,87.825129,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.971739,0.910514,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.971739,0.955741,0.966346,0.968254,0,0.05,0,0.0625,0,62.5,65306,63409,8473,96.825397,52.380952,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,4,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.026445,0.08261,5.702795,17.158447,59.64963,2.793336,56.856294,0.94682,0.044339,0.902481,56.856294,0.902481,95.317093,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.048,0,0.046875,0,46.875,65354,63409,8473,100,55.555556,?,5
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,5,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.032259,0.129434,6.956653,26.884063,59.64963,4.216184,55.433447,0.94682,0.066924,0.879896,55.494674,0.880868,93.034396,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,0.999457,0.998188,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,0.999457,0.998951,0.982716,0.984127,0,0.05,0,0.046875,0,46.875,65202,63409,8473,100,53.174603,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,6,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.040154,0.166584,8.659024,34.600267,59.64963,13.193857,46.455774,0.94682,0.209426,0.737393,54.390242,0.863337,91.182864,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.986957,0.95747,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.986957,0.978408,0.966346,0.968254,0,0.048,0,0.046875,0,46.875,65218,63409,8473,98.412698,52.380952,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,7,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.061587,0.196951,13.281019,40.907684,59.64963,17.7423,41.90733,0.94682,0.281624,0.665196,51.816124,0.822478,86.867469,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.982065,0.946166,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.982065,0.972844,0.949098,0.952381,0,0.05,0,0.046875,0,46.875,65410,63409,8473,98.412698,56.349206,?,5
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,8,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.032201,0.154214,6.944144,32.03096,59.64963,12.192425,47.457206,0.94682,0.193531,0.753289,55.391674,0.879233,92.861721,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.986957,0.956824,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.986957,0.978208,0.966346,0.968254,0,0.049,0,0.046875,0,46.875,65234,63409,8473,98.412698,51.587302,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,9,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.019271,0.071314,4.155669,14.812266,59.64963,2.04533,57.604301,0.94682,0.032466,0.914354,57.604301,0.914354,96.571094,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.049,0,0.046875,0,46.875,65346,63409,8473,100,53.968254,?,5
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,6,10,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.016373,0.089089,3.530836,18.504247,59.64963,2.045481,57.60415,0.94682,0.032468,0.914352,57.495875,0.912633,96.389323,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.999457,0.998188,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.999457,0.998951,0.983033,0.984127,0,0.049,0,0.046875,0,46.875,65242,63409,8473,100,51.587302,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,1,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.896325,0.058496,0.185993,12.61443,38.631581,59.64963,8.987483,50.662148,0.94682,0.142658,0.804161,52.143584,0.827676,87.41644,0.913043,21,0.025,1,0.975,39,0.086957,2,0.954545,0.913043,0.933333,0.89686,0.995109,0.990922,0.952381,0.064337,0.935663,0.047619,0.952434,0.952381,0.952146,0.89686,0.995109,0.994804,0.948148,0.952381,0,0.05,0,0.046875,0,46.875,65242,63409,8473,100,56.349206,?,7
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,2,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.930233,0.040745,0.164834,8.786457,34.236905,59.64963,14.232439,45.417192,0.94682,0.225912,0.720908,54.458029,0.864413,91.296507,0.913043,21,0,0,1,40,0.086957,2,1,0.913043,0.954545,0.932505,0.995109,0.987772,0.968254,0.05521,0.94479,0.031746,0.969766,0.968254,0.96792,0.932505,0.995109,0.992051,0.965078,0.968254,0,0.056,0,0.0625,0,62.5,65218,63409,8473,98.412698,53.174603,?,4
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,3,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.931522,0.038302,0.146914,8.259611,30.514776,59.64963,5.457308,54.192322,0.94682,0.086624,0.860196,54.72676,0.868679,91.747023,0.956522,22,0.025,1,0.975,39,0.043478,1,0.956522,0.956522,0.956522,0.931522,0.996196,0.992337,0.968254,0.036732,0.963268,0.031746,0.968254,0.968254,0.968254,0.931522,0.996196,0.99576,0.965761,0.968254,0,0.051,0,0.046875,0,46.875,65226,63409,8473,100,53.968254,?,5
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,4,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.040186,0.166584,8.665887,34.600293,59.64963,13.196751,46.452879,0.94682,0.209472,0.737347,54.495622,0.86501,91.35953,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.98587,0.953157,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.98587,0.977104,0.983033,0.984127,0,0.048,0,0.046875,0,46.875,65202,63409,8473,98.412698,52.380952,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,5,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.900053,0.056029,0.188909,12.082518,39.237358,59.64963,15.194079,44.455552,0.94682,0.241176,0.705644,52.281745,0.829869,87.648061,1,23,0.075,3,0.925,37,0,0,0.884615,1,0.938776,0.904582,0.982609,0.943542,0.952381,0.027381,0.972619,0.047619,0.957875,0.952381,0.952911,0.904582,0.982609,0.971326,0.949907,0.952381,0,0.05,0,0.046875,0,46.875,65202,63409,8473,98.412698,53.968254,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,6,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.931522,0.045414,0.193454,9.793482,40.181341,59.64963,21.927224,37.722406,0.94682,0.348051,0.598768,53.807892,0.854094,90.20658,0.956522,22,0.025,1,0.975,39,0.043478,1,0.956522,0.956522,0.956522,0.931522,0.983696,0.9478,0.968254,0.036732,0.963268,0.031746,0.968254,0.968254,0.968254,0.931522,0.983696,0.973327,0.965761,0.968254,0.001,0.048,0,0.046875,0,46.875,65202,63409,8473,96.825397,51.587302,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,7,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.053449,0.182987,11.526073,38.007283,59.64963,14.785107,44.864524,0.94682,0.234684,0.712135,52.907266,0.839798,88.696721,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.98587,0.953623,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.98587,0.977436,0.983033,0.984127,0,0.051,0,0.046875,0,46.875,65202,63409,8473,98.412698,53.968254,?,2
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,8,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.02193,0.096601,4.729232,20.064545,59.64963,2.665477,56.984154,0.94682,0.042309,0.90451,56.885222,0.90294,95.36559,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,1,1,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,1,1,0.983033,0.984127,0,0.049,0,0.046875,0,46.875,65226,63409,8473,100,53.174603,?,5
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,9,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.931522,0.050246,0.148687,10.8354,30.882905,59.64963,6.325993,53.323637,0.94682,0.100413,0.846407,53.521278,0.849544,89.726085,0.956522,22,0.025,1,0.975,39,0.043478,1,0.956522,0.956522,0.956522,0.931522,0.99837,0.996298,0.968254,0.036732,0.963268,0.031746,0.968254,0.968254,0.968254,0.931522,0.99837,0.997893,0.965761,0.968254,0,0.05,0,0.0625,0,62.5,65218,63409,8473,100,57.142857,?,4
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,7,10,weka.classifiers.lazy.IBk,'-K 100 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.021647,0.132707,4.66803,27.563906,59.64963,10.780001,48.869629,0.94682,0.171111,0.775708,56.912372,0.903371,95.411106,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.9875,0.958333,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.9875,0.978993,0.983033,0.984127,0,0.048,0,0.046875,0,46.875,65202,63409,8473,98.412698,50.793651,?,2
